'Orange';'Oak Grove';;'Malden Center';2
'Orange';'Malden Center';;'Wellington';3
'Orange';'Wellington';;'Sullivan Square';3
'Orange';'Sullivan Square';;'Community College';2
'Orange';'Community College';;'North Station';2
'Orange';'North Station';;'Haymarket';1
'Orange';'Haymarket';;'State';2
'Orange';'State';;'Downtown Crossing';2
'Orange';'Downtown Crossing';;'Chinatown';2
'Orange';'Chinatown';;'Tufts Medical Center';1.5
'Orange';'Tufts Medical Center';;'Back Bay';2
'Orange';'Back Bay';;'Mass Ave';2.5
'Orange';'Mass Ave';;'Ruggles';2
'Orange';'Ruggles';;'Roxbury Crossing';2
'Orange';'Roxbury Crossing';;'Jackson Square';2
'Orange';'Jackson Square';;'Stony Brook';1
'Orange';'Stony Brook';;'Green';2
'Orange';'Green';;'Forest Hills';2
'Orange';'North Station';'Green';'North Station';3.5
'Orange';'Haymarket';'Green';'Haymarket';3.5
'Orange';'State';'Blue';'State';2.5
'Orange';'Downtown Crossing';'Red';'Downtown Crossing';2.5
'Red';'Alewife';;'Davis';3.5
'Red';'Davis';;'Porter';2.5
'Red';'Porter';;'Harvard';3
'Red';'Harvard';;'Central';3.5
'Red';'Central';;'Kendall/MIT';2.5
'Red';'Kendall/MIT';;'Charles/MGH';2.5
'Red';'Charles/MGH';;'Park Street';3
'Red';'Park Street';;'Downtown Crossing';2
'Red';'Downtown Crossing';;'South Station';2.5
'Red';'South Station';;'Broadway';3
'Red';'Broadway';;'Andrew';2.5
'Red';'Andrew';;'JFK/UMass';2.5
'Red';'JFK/UMass';;'Savin Hill';2
'Red';'Savin Hill';;'Fields Corner';3
'Red';'Fields Corner';;'Shawmut';2
'Red';'Shawmut';;'Ashmont/Peabody Sq.';2.5
'Red';'JFK/UMass';;'North Quincy';7
'Red';'North Quincy';;'Wollaston';2.5
'Red';'Wollaston';;'Quincy Center';3
'Red';'Quincy Center';;'Quincy Adams';3.5
'Red';'Quincy Adams';;'Braintree';4
'Red';'Park Street';'Green';'Park Street';2
'Red';'Downtown Crossing';'Orange';'Downtown Crossing';3
'Blue';'Bowdoin';;'Government Center';2
'Blue';'Government Center';;'State';2
'Blue';'State';;'Aquarium';2
'Blue';'Aquarium';;'Maverick';2.5
'Blue';'Maverick';;'Airport';2
'Blue';'Airport';;'Wood Island';2
'Blue';'Wood Island';;'Orient Heights';2
'Blue';'Orient Heights';;'Suffolk Downs';2
'Blue';'Suffolk Downs';;'Beachmont';2
'Blue';'Beachmont';;'Revere Beach';2
'Blue';'Revere Beach';;'Wonderland';2
'Blue';'State';'Orange';'State';3
'Blue';'Government Center';'Green';'Government Center';2
'Green';'Lechmere';;'Science Park';3.5
'Green';'Science Park';;'North Station';2.5
'Green';'North Station';;'Haymarket';2
'Green';'Haymarket';;'Government Center';1.5
'Green';'Government Center';;'Park Street';2
'Green';'Park Street';;'Boylston Street';1
'Green';'Boylston Street';;'Arlington';2
'Green';'Arlington';;'Copley';1
'Green';'Copley';;'Prudential';2
'Green';'Prudential';;'Symphony';2
'Green';'Symphony';;'Northeastern';2.5
'Green';'Northeastern';;'Museum of Fine Arts';2
'Green';'Museum of Fine Arts';;'Longwood Medical';2
'Green';'Longwood Medical';;Brigham Cirle';2
'Green';'Brigham Cirle';;'Fenwood Road';1.5
'Green';'Fenwood Road';;'Mission Park';1.5
'Green';'Mission Park';;'Riverway';1.5
'Green';'Riverway';;'Back of the Hill';1.5
'Green';'Back of the Hill';;'Heath St.';1.5
